date,KPC4,KPB8,dayofweek,quarter,dayofyear,dayofmonth,weekofyear,KPC4_lag_1,KPB8_lag_1,KPC4_lag_3,KPB8_lag_3,KPC4_lag_6,KPB8_lag_6,KPC4_lag_12,KPB8_lag_12,KPC4_window_3_mean,KPC4_window_3_std,KPB8_window_3_mean,KPB8_window_3_std,KPC4_window_6_mean,KPC4_window_6_std,KPB8_window_6_mean,KPB8_window_6_std
2016-10-01,75.5,88.1,5,4,275,1,39,73.0,84.8,67.5,81.0,64.2,75.5,57.5,70.2,69.93333333333334,2.8041635710727792,82.46666666666665,2.0428737928049037,67.73333333333333,3.090415290323617,80.86666666666666,3.007767721528071
2016-11-01,76.9,90.9,1,4,306,1,44,75.5,88.1,69.3,81.6,65.8,81.5,59.7,71.1,72.60000000000001,3.1192947920961456,84.83333333333333,3.2501282025989173,69.61666666666666,3.8550832243501674,82.96666666666665,2.908378700696681
2016-12-01,75.7,90.7,3,4,336,1,48,76.9,90.9,73.0,84.8,66.6,80.8,60.4,78.2,75.13333333333333,1.9756855350311482,87.93333333333332,3.0534133905071874,71.46666666666665,4.295423921648032,84.53333333333332,4.203649208326752
2017-01-01,73.1,88.5,6,1,1,1,52,75.7,90.7,75.5,88.1,67.5,81.0,62.3,75.2,76.03333333333333,0.7571877794386663,89.89999999999999,1.562049935179746,72.98333333333333,3.8128292207580188,86.18333333333334,4.3842521217040105
2017-02-01,74.9,84.9,2,1,32,1,5,73.1,88.5,76.9,90.9,69.3,81.6,61.3,73.3,75.23333333333333,1.9425069712439493,90.03333333333332,1.3316656236940123,73.91666666666667,2.7352635461078028,87.43333333333334,3.6120169803955955
2017-03-01,75.9,89.1,2,1,60,1,9,74.9,84.9,75.7,90.7,73.0,84.8,61.6,73.8,74.56666666666668,1.3316656236951472,88.03333333333332,2.9280255007988845,74.85000000000001,1.538505768594834,87.98333333333333,2.6761290452192497
2017-04-01,77.3,90.7,5,2,91,1,13,75.9,89.1,73.1,88.5,75.5,88.1,64.2,75.5,74.63333333333334,1.4189197769188324,87.5,2.271563338319068,75.33333333333333,1.2738393409948732,88.7,2.18357505023285
2017-05-01,76.0,88.0,0,2,121,1,18,77.3,90.7,74.9,84.9,76.9,90.9,65.8,81.5,76.03333333333335,1.2055427546674888,88.23333333333333,2.9955522584873258,75.63333333333334,1.5108496505828284,89.13333333333333,2.2957932543384745
2017-06-01,78.5,89.9,3,2,152,1,22,76.0,88.0,75.9,89.1,75.7,90.7,66.6,80.8,76.39999999999999,0.7810249675893349,89.26666666666665,1.3576941236259399,75.48333333333333,1.40059511161015,88.65000000000002,2.15011627592542
2017-07-01,79.5,92.5,5,3,182,1,26,78.5,89.9,77.3,90.7,73.1,88.5,67.5,81.0,77.26666666666667,1.2503332888998822,89.53333333333335,1.3868429375125277,75.95,1.8737662607698915,88.51666666666667,2.0183326451965424
2017-08-01,81.2,94.8,1,3,213,1,31,79.5,92.5,76.0,88.0,74.9,84.9,69.3,81.6,78.0,1.8027756377313846,90.13333333333333,2.259055849979878,77.01666666666667,1.7440374613712342,89.18333333333334,2.591074423220233
